Id,Label,timeset,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,componentnumber,strongcompnum,clustering,subject
Mount_Osmond%2C_South_Australia,Mount_Osmond%2C_South_Australia,,2,5,7,2,5,7,7,0.286907,0.300772,112.974508,12,1,6,0.233333,5
Murray_River,Murray_River,,8,14,22,8,14,22,7,0.315462,0.334892,1136.237724,12,1,6,0.121053,5
Southern_Ocean,Southern_Ocean,,24,14,38,24,14,38,7,0.316323,0.336241,1445.307125,7,1,6,0.18172,5
William_IV_of_the_United_Kingdom,William_IV_of_the_United_Kingdom,,25,27,52,25,27,52,7,0.319439,0.342627,1859.824828,0,1,6,0.188153,11
Adenosine_triphosphate,Adenosine_triphosphate,,17,13,30,17,13,30,7,0.286806,0.302269,827.215135,11,1,6,0.143116,12
DNA_repair,DNA_repair,,7,13,20,7,13,20,8,0.281059,0.295745,569.573787,11,1,6,0.309524,12
Eukaryote,Eukaryote,,25,10,35,25,10,35,8,0.270646,0.285079,663.21097,11,1,6,0.296296,12
Mitochondrion,Mitochondrion,,11,11,22,11,11,22,7,0.280904,0.295239,2496.712133,11,1,6,0.235294,12
Adi_Shankara,Adi_Shankara,,0,15,15,0,15,15,7,0.294246,0.311242,0,8,1,28,0.32381,11
Brahman,Brahman,,12,11,23,12,11,23,7,0.296605,0.313301,1739.171335,8,1,6,0.196078,14
Chola_dynasty,Chola_dynasty,,9,28,37,9,28,37,7,0.316892,0.340629,429.484116,8,1,6,0.168908,0
Himalayas,Himalayas,,54,44,98,54,44,98,7,0.329379,0.354067,26667.454767,8,1,6,0.098596,5
Varanasi,Varanasi,,11,23,34,11,23,34,7,0.312279,0.331665,1725.396038,8,1,6,0.1367,5
Adolf_Hitler,Adolf_Hitler,,109,78,187,109,78,187,7,0.356396,0.388898,28824.034349,10,1,6,0.092571,11
Alcohol,Alcohol,,52,31,83,52,31,83,7,0.330211,0.35308,24665.423189,7,1,6,0.06973,12
Anschluss,Anschluss,,13,33,46,13,33,46,7,0.330346,0.355799,4589.061415,10,1,6,0.290385,0
Architecture,Architecture,,81,43,124,81,43,124,7,0.339702,0.366248,20103.334545,4,1,6,0.068426,8
Attack_on_Pearl_Harbor,Attack_on_Pearl_Harbor,,28,29,57,28,29,57,7,0.330534,0.354821,7178.182087,10,1,6,0.160714,0
Battle_of_Britain,Battle_of_Britain,,17,34,51,17,34,51,7,0.33186,0.35694,1104.860094,10,1,6,0.19359,0
Battle_of_France,Battle_of_France,,12,30,42,12,30,42,7,0.32471,0.348859,315.720861,10,1,6,0.27563,0
Battle_of_Moscow,Battle_of_Moscow,,10,15,25,10,15,25,7,0.294323,0.312396,4687.934177,10,1,6,0.294118,0
Battle_of_Stalingrad,Battle_of_Stalingrad,,17,22,39,17,22,39,7,0.316348,0.338432,8113.808207,10,1,6,0.264113,0
Benito_Mussolini,Benito_Mussolini,,22,42,64,22,42,64,7,0.337608,0.364091,2775.717576,10,1,6,0.193831,0
Charlie_Chaplin,Charlie_Chaplin,,10,31,41,10,31,41,7,0.334765,0.360099,2506.095633,10,1,6,0.199147,11
Coventry,Coventry,,17,52,69,17,52,69,6,0.344904,0.373635,4895.911362,0,1,6,0.138701,5
Dam,Dam,,37,26,63,37,26,63,7,0.324866,0.346971,7507.755403,7,1,6,0.044915,8
Erwin_Rommel,Erwin_Rommel,,12,32,44,12,32,44,7,0.323931,0.349242,5381.212433,10,1,6,0.216967,0
Genealogy,Genealogy,,15,16,31,15,16,31,7,0.311535,0.330853,1538.832595,0,1,6,0.046237,4
Joseph_Stalin,Joseph_Stalin,,53,67,120,53,67,120,6,0.348252,0.378519,10310.448612,10,1,6,0.13396,11
Luftwaffe,Luftwaffe,,36,24,60,36,24,60,6,0.33013,0.353581,2949.757001,10,1,6,0.16582,0
Marxism,Marxism,,67,82,149,67,82,149,7,0.348821,0.381239,15818.738582,9,1,6,0.10556,7
Nazi_Germany,Nazi_Germany,,140,47,187,140,47,187,7,0.341016,0.367898,30388.222187,10,1,6,0.082439,0
Propaganda,Propaganda,,75,46,121,75,46,121,6,0.341764,0.369117,14330.502553,10,1,6,0.062471,7
Royal_Air_Force,Royal_Air_Force,,44,29,73,44,29,73,7,0.322951,0.347998,4120.288428,10,1,6,0.101166,0
Swastika,Swastika,,13,108,121,13,108,121,7,0.380657,0.414634,12188.744063,8,1,6,0.114509,14
Trade_union,Trade_union,,55,12,67,55,12,67,7,0.307751,0.326874,3142.25686,9,1,6,0.073661,7
Treaty_of_Versailles,Treaty_of_Versailles,,42,16,58,42,16,58,7,0.304332,0.324253,1479.874464,10,1,6,0.169218,0
Vienna,Vienna,,107,55,162,107,55,162,7,0.337918,0.366385,20945.060482,10,1,6,0.074818,5
Weimar_Republic,Weimar_Republic,,24,35,59,24,35,59,7,0.331616,0.357378,1350.247554,10,1,6,0.209663,0
Winston_Churchill,Winston_Churchill,,85,98,183,85,98,183,7,0.358539,0.392606,57199.248138,10,1,6,0.066471,11
Adriaen_van_der_Donck,Adriaen_van_der_Donck,,0,5,5,0,5,5,7,0.288099,0.30347,0,10,1,29,0.5,11
The_Hague,The_Hague,,41,24,65,41,24,65,7,0.318385,0.340335,3419.293444,10,1,6,0.094979,5
Advertising,Advertising,,42,21,63,42,21,63,6,0.330346,0.354008,12521.888784,13,1,6,0.057018,4
Ancient_history,Ancient_history,,15,109,124,15,109,124,7,0.366811,0.402317,10156.505351,1,1,6,0.103103,0
Broadcasting,Broadcasting,,19,18,37,19,18,37,7,0.313268,0.333961,2350.083296,13,1,6,0.129032,7
IPod,IPod,,13,21,34,13,21,34,7,0.312543,0.332542,7957.796909,13,1,6,0.071264,8
Philadelphia,Philadelphia,,42,47,89,42,47,89,6,0.343851,0.370506,17209.653057,3,1,6,0.082213,5
Aesthetics,Aesthetics,,35,47,82,35,47,82,7,0.336404,0.362877,14949.239252,9,1,6,0.082481,12
Ancient_Egypt,Ancient_Egypt,,124,67,191,124,67,191,7,0.34093,0.370151,56068.171995,1,1,6,0.047463,0
Andy_Warhol,Andy_Warhol,,16,11,27,16,11,27,7,0.309253,0.327965,989.850076,4,1,6,0.092308,11
Confucius,Confucius,,27,19,46,27,19,46,7,0.301457,0.320491,1409.750157,8,1,6,0.113511,11
Dada,Dada,,14,26,40,14,26,40,6,0.326304,0.350563,1000.018579,4,1,6,0.172831,7
Drinking_water,Drinking_water,,23,51,74,23,51,74,7,0.354371,0.38237,5420.213325,7,1,6,0.129814,4
Earl_of_Shaftesbury,Earl_of_Shaftesbury,,3,4,7,3,4,7,7,0.2779,0.291366,38.175426,0,1,6,0.190476,11
Geometry,Geometry,,49,12,61,49,12,61,7,0.28314,0.29929,3324.401169,9,1,6,0.072391,6
Guqin,Guqin,,4,34,38,4,34,38,6,0.332241,0.356582,4757.402249,4,1,6,0.126984,2
Humour,Humour,,6,7,13,6,7,13,8,0.281176,0.295117,677.459187,9,1,6,0.051282,12
Igor_Stravinsky,Igor_Stravinsky,,20,33,53,20,33,53,7,0.326488,0.351211,6543.188053,4,1,6,0.131313,11
Indus_Valley_Civilization,Indus_Valley_Civilization,,30,36,66,30,36,66,7,0.323105,0.346991,5712.174786,1,1,6,0.112782,0
Ludwig_Wittgenstein,Ludwig_Wittgenstein,,20,39,59,20,39,59,7,0.335902,0.361621,4837.69351,9,1,6,0.111395,11
Parthenon,Parthenon,,16,25,41,16,25,41,7,0.326514,0.349672,1904.460251,1,1,6,0.138138,8
Visual_arts,Visual_arts,,17,15,32,17,15,32,7,0.305939,0.323685,4999.728166,4,1,6,0.08046,13
Afghan_Hound,Afghan_Hound,,1,9,10,1,9,10,7,0.314996,0.333983,75.854925,2,1,6,0.222222,12
Dog,Dog,,50,39,89,50,39,89,7,0.331101,0.357173,20946.503954,2,1,6,0.040278,12
Fox,Fox,,22,20,42,22,20,42,7,0.31089,0.331231,13612.416045,2,1,6,0.06899,12
Azerbaijan,Azerbaijan,,82,144,226,82,144,226,7,0.363066,0.401856,19773.149163,10,1,6,0.170468,5
Domestic_goat,Domestic_goat,,33,34,67,33,34,67,7,0.324814,0.34915,5387.410074,2,1,6,0.070917,12
Frankfurt,Frankfurt,,37,49,86,37,49,86,6,0.349061,0.376834,10763.272473,10,1,6,0.137912,5
Idolatry,Idolatry,,12,10,22,12,10,22,8,0.290901,0.307673,263.568654,1,1,6,0.135714,14
Islamic_republic,Islamic_republic,,3,9,12,3,9,12,7,0.303284,0.322775,25.966191,1,1,6,0.388889,7
Morphine,Morphine,,11,15,26,11,15,26,7,0.325466,0.345238,3182.381484,11,1,6,0.108333,12
Pashtun_people,Pashtun_people,,3,49,52,3,49,52,7,0.344933,0.373025,4996.219345,8,1,6,0.226122,5
Persian_literature,Persian_literature,,5,20,25,5,20,25,7,0.31163,0.332276,670.178776,8,1,6,0.177536,3
Sassanid_Empire,Sassanid_Empire,,13,44,57,13,44,57,7,0.323569,0.35007,1251.538268,1,1,6,0.20449,0
Tajikistan,Tajikistan,,54,29,83,54,29,83,6,0.328445,0.352167,2679.489918,5,1,6,0.214211,9
Turkmenistan,Turkmenistan,,53,32,85,53,32,85,7,0.325335,0.35012,1847.384483,5,1,6,0.231925,9
Uzbekistan,Uzbekistan,,65,37,102,65,37,102,7,0.334544,0.359621,3564.093802,5,1,6,0.178562,9
World_Bank_Group,World_Bank_Group,,9,15,24,9,15,24,7,0.324996,0.346931,554.39473,9,1,6,0.233333,10
World_Heritage_Site,World_Heritage_Site,,90,56,146,90,56,146,7,0.355053,0.384405,24697.892111,8,1,6,0.071786,7
Algiers,Algiers,,16,50,66,16,50,66,6,0.347416,0.376443,2122.698359,1,1,6,0.207827,5
Antananarivo,Antananarivo,,2,15,17,2,15,17,7,0.31089,0.331665,323.633909,5,1,6,0.1375,5
Atlantic_slave_trade,Atlantic_slave_trade,,15,58,73,15,58,73,7,0.347148,0.375668,8631.287297,5,1,6,0.135976,0
Bamako,Bamako,,4,16,20,4,16,20,7,0.320398,0.342156,331.089683,5,1,6,0.215686,5
Banjul,Banjul,,7,9,16,7,9,16,7,0.304492,0.322721,528.857307,5,1,6,0.164835,5
Benin,Benin,,59,24,83,59,24,83,7,0.317961,0.341478,2911.303274,5,1,6,0.285766,9
Bissau,Bissau,,6,7,13,6,7,13,7,0.288418,0.303975,214.483144,5,1,6,0.263636,5
Botswana,Botswana,,61,31,92,61,31,92,7,0.333635,0.358759,7469.642218,5,1,6,0.214286,9
Cairo,Cairo,,58,40,98,58,40,98,7,0.336991,0.36405,10893.58617,1,1,6,0.12963,5
Carnivore,Carnivore,,39,30,69,39,30,69,7,0.30897,0.329357,35612.032462,2,1,6,0.078794,12
Central_African_Republic,Central_African_Republic,,52,36,88,52,36,88,7,0.331643,0.357343,5304.842373,5,1,6,0.264035,9
Chad,Chad,,66,151,217,66,151,217,7,0.356333,0.394907,9140.609725,5,1,6,0.180952,9
Cheetah,Cheetah,,9,45,54,9,45,54,7,0.334599,0.360143,6793.6958,2,1,6,0.135747,12
Cocoa,Cocoa,,25,31,56,25,31,56,7,0.339417,0.363573,4613.786713,6,1,6,0.122857,4
Comoros,Comoros,,51,26,77,51,26,77,7,0.322334,0.34651,1732.54469,5,1,6,0.340093,5
Conakry,Conakry,,4,6,10,4,6,10,7,0.289592,0.305683,58.748716,5,1,6,0.285714,5
Congo_River,Congo_River,,26,21,47,26,21,47,7,0.317612,0.340218,1765.457342,5,1,6,0.188934,5
Continent,Continent,,63,56,119,63,56,119,7,0.350935,0.380544,20408.173257,7,1,6,0.099342,5
Cotton,Cotton,,79,32,111,79,32,111,6,0.338793,0.364463,13778.733527,5,1,6,0.067857,12
Crocodile,Crocodile,,26,20,46,26,20,46,7,0.314703,0.336072,5007.96591,2,1,6,0.110465,12
Culture,Culture,,97,58,155,97,58,155,7,0.355676,0.38535,32092.176113,9,1,6,0.074445,4
David_Livingstone,David_Livingstone,,12,18,30,12,18,30,7,0.321542,0.344882,943.210038,5,1,6,0.158462,11
Deity,Deity,,32,22,54,32,22,54,7,0.319037,0.340286,9412.596308,1,1,6,0.098057,14
Desert,Desert,,53,23,76,53,23,76,7,0.322002,0.343538,11488.396874,7,1,6,0.085807,5
Despotism,Despotism,,15,8,23,15,8,23,7,0.290901,0.307622,811.046712,9,1,6,0.171053,7
El_Aai%C3%BAn,El_Aai%C3%BAn,,2,6,8,2,6,8,7,0.284891,0.300558,0,5,1,6,0.880952,5
Elephant,Elephant,,44,40,84,44,40,84,7,0.335097,0.359696,21590.633904,8,1,6,0.063604,12
Equatorial_Guinea,Equatorial_Guinea,,50,37,87,50,37,87,7,0.337103,0.362866,9932.08145,5,1,6,0.305946,9
Eritrea,Eritrea,,48,99,147,48,99,147,7,0.349152,0.381704,12688.820068,5,1,6,0.236134,9
Flute,Flute,,25,23,48,25,23,48,7,0.308571,0.329038,11116.064038,4,1,6,0.054817,2
Fossil,Fossil,,125,24,149,125,24,149,7,0.30923,0.328448,15235.888713,2,1,6,0.039956,5
Funchal,Funchal,,4,8,12,4,8,12,7,0.299254,0.316434,2950.481196,11,1,6,0.177778,5
Gaborone,Gaborone,,3,4,7,3,4,7,7,0.281313,0.295724,81.403322,5,1,6,0.333333,5
Great_Pyramid_of_Giza,Great_Pyramid_of_Giza,,8,13,21,8,13,21,7,0.302673,0.321749,412.019408,1,1,6,0.215686,8
Guinea,Guinea,,66,28,94,66,28,94,7,0.32432,0.347984,3345.569534,5,1,6,0.263023,9
Guinea-Bissau,Guinea-Bissau,,52,21,73,52,21,73,7,0.319918,0.342773,2198.072472,5,1,6,0.299279,9
Harare,Harare,,6,17,23,6,17,23,6,0.329835,0.351846,583.898866,11,1,6,0.173684,5
Henry_Morton_Stanley,Henry_Morton_Stanley,,9,14,23,9,14,23,7,0.306309,0.326421,565.942897,5,1,6,0.233918,11
Herbivore,Herbivore,,59,16,75,59,16,75,7,0.323311,0.344985,10444.248598,2,1,6,0.069417,12
Horn_of_Africa,Horn_of_Africa,,15,33,48,15,33,48,7,0.335069,0.359388,8327.544484,5,1,6,0.167073,5
Hutu,Hutu,,9,13,22,9,13,22,7,0.31588,0.336861,212.744822,5,1,6,0.341912,5
Hyena,Hyena,,13,14,27,13,14,27,7,0.310628,0.330934,9939.826449,2,1,6,0.255411,12
Irrigation,Irrigation,,56,20,76,56,20,76,7,0.31163,0.332366,5314.32461,7,1,6,0.087005,5
Ishango_bone,Ishango_bone,,1,9,10,1,9,10,7,0.297018,0.315225,1216.461646,5,1,6,0.263889,0
Khartoum,Khartoum,,16,20,36,16,20,36,7,0.326409,0.348444,845.733355,5,1,6,0.224138,5
Kigali,Kigali,,4,17,21,4,17,21,7,0.308312,0.328072,136.844905,5,1,6,0.27193,5
Lake_Victoria,Lake_Victoria,,15,20,35,15,20,35,7,0.32012,0.342119,1363.699868,5,1,6,0.18661,5
Las_Palmas_de_Gran_Canaria,Las_Palmas_de_Gran_Canaria,,3,4,7,3,4,7,7,0.292454,0.309319,7.491629,6,1,6,0.833333,5
Lesotho,Lesotho,,52,30,82,52,30,82,6,0.3382,0.363559,7405.721981,5,1,6,0.22807,9
Libreville,Libreville,,5,6,11,5,6,11,7,0.278109,0.292193,56.932599,5,1,6,0.311111,5
Lilongwe,Lilongwe,,3,9,12,3,9,12,7,0.295697,0.313518,48.615563,5,1,6,0.418182,5
Lom%C3%A9,Lom%C3%A9,,4,15,19,4,15,19,7,0.321746,0.343091,302.191657,5,1,6,0.232026,5
Lusaka,Lusaka,,9,3,12,9,3,12,7,0.283953,0.29939,158.235469,5,1,6,0.218182,5
Malawi,Malawi,,49,109,158,49,109,158,7,0.355396,0.389453,7381.005106,5,1,6,0.206223,9
Maputo,Maputo,,5,16,21,5,16,21,7,0.317165,0.339159,315.256557,5,1,6,0.251462,5
Maseru,Maseru,,2,4,6,2,4,6,7,0.293875,0.30973,1.422071,5,1,6,0.5,5
Mayotte,Mayotte,,32,11,43,32,11,43,7,0.302244,0.322335,79.515986,5,1,6,0.525526,5
Mbabane,Mbabane,,3,8,11,3,8,11,7,0.312038,0.330703,80.279034,5,1,6,0.277778,5
Military_dictatorship,Military_dictatorship,,25,68,93,25,68,93,7,0.334544,0.364788,3561.984108,6,1,6,0.150463,7
Mitochondrial_Eve,Mitochondrial_Eve,,3,8,11,3,8,11,7,0.30072,0.318469,469.121417,5,1,6,0.245455,12
Monrovia,Monrovia,,7,9,16,7,9,16,7,0.308571,0.327013,504.366361,5,1,6,0.287879,5
Nairobi,Nairobi,,16,31,47,16,31,47,7,0.339873,0.365826,2733.983879,5,1,6,0.140534,5
Namibia,Namibia,,73,43,116,73,43,116,7,0.344992,0.372406,10044.065544,5,1,6,0.154504,9
Nouakchott,Nouakchott,,5,12,17,5,12,17,7,0.298395,0.317492,197.015309,5,1,6,0.208791,5
Palm_oil,Palm_oil,,20,16,36,20,16,36,7,0.315462,0.334845,7285.93365,5,1,6,0.082888,4
Port_Louis,Port_Louis,,2,11,13,2,11,13,7,0.311033,0.332152,58.602234,5,1,6,0.290909,5
Porto-Novo,Porto-Novo,,4,8,12,4,8,12,7,0.294451,0.310659,264.575216,5,1,6,0.163636,5
Praia,Praia,,3,10,13,3,10,13,7,0.303216,0.321167,120.492936,5,1,6,0.280303,5
Pretoria,Pretoria,,20,20,40,20,20,40,6,0.328792,0.350678,1606.812139,5,1,6,0.185484,5
R%C3%A9union,R%C3%A9union,,34,24,58,34,24,58,7,0.329353,0.35199,5495.76564,5,1,6,0.254354,9
Rabat,Rabat,,6,8,14,6,8,14,7,0.29667,0.314185,50.511607,1,1,6,0.30303,5
Reggae,Reggae,,27,27,54,27,27,54,7,0.323983,0.346755,27207.747597,4,1,6,0.113108,2
Republic_of_the_Congo,Republic_of_the_Congo,,49,22,71,49,22,71,7,0.316151,0.339524,1189.069415,5,1,6,0.327445,5
Richard_Francis_Burton,Richard_Francis_Burton,,7,40,47,7,40,47,7,0.333224,0.360069,2961.314272,5,1,6,0.146341,11
S%C3%A3o_Tom%C3%A9,S%C3%A3o_Tom%C3%A9,,2,7,9,2,7,9,7,0.290985,0.307321,43.692867,5,1,6,0.339286,5
S%C3%A3o_Tom%C3%A9_and_Pr%C3%ADncipe,S%C3%A3o_Tom%C3%A9_and_Pr%C3%ADncipe,,42,21,63,42,21,63,7,0.316348,0.338403,1965.838248,5,1,6,0.341198,9
Saint_Helena,Saint_Helena,,35,24,59,35,24,59,7,0.335318,0.358599,2867.793997,5,1,6,0.240391,9
Sorghum,Sorghum,,17,31,48,17,31,48,7,0.334682,0.359859,2848.510939,5,1,6,0.16113,12
Soukous,Soukous,,2,22,24,2,22,24,7,0.317239,0.34008,914.783878,4,1,6,0.203557,2
Swaziland,Swaziland,,52,26,78,52,26,78,7,0.330588,0.355012,2822.945367,5,1,6,0.244032,9
Temperate,Temperate,,65,13,78,65,13,78,7,0.306982,0.323724,6249.354055,2,1,6,0.054527,12
The_Gambia,The_Gambia,,40,34,74,40,34,74,7,0.332759,0.358975,4067.771051,5,1,6,0.266621,9
Timbuktu,Timbuktu,,7,29,36,7,29,36,7,0.335014,0.35958,1062.298659,5,1,6,0.175189,5
Togo,Togo,,57,27,84,57,27,84,7,0.320728,0.344617,3253.236065,5,1,6,0.271196,9
Tripoli,Tripoli,,14,31,45,14,31,45,7,0.335485,0.361168,1100.501162,1,1,6,0.166463,5
Trumpet,Trumpet,,21,21,42,21,21,42,7,0.304812,0.324633,4188.739771,4,1,6,0.078571,2
Tunis,Tunis,,17,20,37,17,20,37,7,0.321746,0.346017,1964.601886,1,1,6,0.177419,5
Tunisia,Tunisia,,93,31,124,93,31,124,7,0.325622,0.350926,5986.757001,5,1,6,0.194746,9
Tutsi,Tutsi,,10,12,22,10,12,22,7,0.305041,0.325046,315.874093,5,1,6,0.294118,5
United_States_Senate,United_States_Senate,,68,16,84,68,16,84,7,0.289241,0.30686,3419.286602,3,1,6,0.090351,7
Victoria%2C_Seychelles,Victoria%2C_Seychelles,,3,12,15,3,12,15,7,0.311343,0.330107,850.571337,0,1,6,0.164835,5
Western_Sahara,Western_Sahara,,47,34,81,47,34,81,7,0.332786,0.358126,3492.146446,5,1,6,0.302797,9
Zambia,Zambia,,71,96,167,71,96,167,7,0.346851,0.379913,17539.869723,5,1,6,0.184609,9
African_American_literature,African_American_literature,,2,29,31,2,29,31,7,0.329379,0.354282,126.23253,3,1,6,0.186207,3
Martin_Luther_King%2C_Jr.,Martin_Luther_King%2C_Jr.,,24,44,68,24,44,68,7,0.342428,0.370287,16936.51811,3,1,6,0.108442,11
Southern_United_States,Southern_United_States,,28,74,102,28,74,102,6,0.35194,0.382536,17722.928079,3,1,6,0.109363,5
African_Black_Oystercatcher,African_Black_Oystercatcher,,0,10,10,0,10,10,7,0.292822,0.309719,0,2,1,30,0.322222,12
Bird,Bird,,237,56,293,237,56,293,7,0.326146,0.352657,177979.419344,2,1,6,0.028189,12
Bird_migration,Bird_migration,,76,43,119,76,43,119,7,0.340529,0.366336,56035.77835,2,1,6,0.033214,12
Feather,Feather,,35,17,52,35,17,52,7,0.299963,0.317009,5445.983593,2,1,6,0.064273,12
Plover,Plover,,5,6,11,5,6,11,8,0.260926,0.273536,4625.476848,2,1,6,0.377778,12
Wader,Wader,,11,12,23,11,12,23,7,0.284831,0.300493,1131.907761,2,1,6,0.21345,12
African_Brush-tailed_Porcupine,African_Brush-tailed_Porcupine,,0,7,7,0,7,7,7,0.289995,0.306483,0,2,1,31,0.285714,12
Cave,Cave,,19,31,50,19,31,50,7,0.343938,0.369917,5371.384722,7,1,6,0.113784,5
African_Buffalo,African_Buffalo,,2,19,21,2,19,21,7,0.301996,0.321214,126.624927,5,1,6,0.330952,12
Hippopotamus,Hippopotamus,,16,44,60,16,44,60,7,0.332268,0.358338,5278.389772,5,1,6,0.132206,12
Vertebrate,Vertebrate,,48,13,61,48,13,61,7,0.292496,0.309356,5539.18156,2,1,6,0.112119,12
Water_Buffalo,Water_Buffalo,,7,31,38,7,31,38,7,0.324242,0.348334,1214.500524,8,1,6,0.170635,12
African_Darter,African_Darter,,1,8,9,1,8,9,7,0.287559,0.303672,19.977439,2,1,6,0.236111,12
Cormorant,Cormorant,,9,22,31,9,22,31,7,0.32419,0.345729,5591.338793,2,1,6,0.146825,12
Heron,Heron,,10,7,17,10,7,17,8,0.279625,0.293464,256.805028,2,1,6,0.139706,12
Sahara,Sahara,,40,47,87,40,47,87,7,0.34211,0.368844,12559.349688,5,1,6,0.096577,5
Lake_Albert,Lake_Albert,,10,8,18,10,8,18,7,0.288541,0.30465,176.214221,5,1,6,0.274725,5
Lake_Edward,Lake_Edward,,9,7,16,9,7,16,7,0.292898,0.310545,159.780384,5,1,6,0.320513,5
Lake_Kivu,Lake_Kivu,,7,9,16,7,9,16,7,0.303579,0.323334,123.382236,5,1,6,0.307692,5
Lake_Malawi,Lake_Malawi,,6,13,19,6,13,19,7,0.304583,0.323469,173.492104,5,1,6,0.127451,5
Zambezi,Zambezi,,13,40,53,13,40,53,7,0.328233,0.354116,13213.105369,5,1,6,0.126272,5
African_Grey_Hornbill,African_Grey_Hornbill,,0,8,8,0,8,8,7,0.291098,0.307726,0,2,1,32,0.357143,12
African_Grey_Parrot,African_Grey_Parrot,,1,17,18,1,17,18,7,0.310532,0.330985,80.16573,2,1,6,0.191176,12
Cooperative,Cooperative,,18,16,34,18,16,34,6,0.321083,0.342625,1941.968172,9,1,6,0.114532,7
Crow,Crow,,18,28,46,18,28,46,7,0.32172,0.345579,7919.958157,2,1,6,0.106707,12
Parrot,Parrot,,20,25,45,20,25,45,7,0.337861,0.361222,23901.337748,2,1,6,0.098171,12
Raven,Raven,,13,13,26,13,13,26,7,0.304377,0.32214,3904.290526,2,1,6,0.106884,12
African_Jacana,African_Jacana,,0,10,10,0,10,10,7,0.29091,0.308328,0,2,1,33,0.333333,12
Coot,Coot,,2,11,13,2,11,13,7,0.296975,0.312961,291.476102,2,1,6,0.198718,12
Insect,Insect,,105,34,139,105,34,139,7,0.311654,0.33294,31575.704263,2,1,6,0.041176,12
African_Penguin,African_Penguin,,3,14,17,3,14,17,7,0.302357,0.321619,183.019874,2,1,6,0.233333,12
Fish,Fish,,146,13,159,146,13,159,7,0.296627,0.312394,20730.544582,2,1,6,0.033635,12
Magellanic_Penguin,Magellanic_Penguin,,4,14,18,4,14,18,7,0.301547,0.318908,1271.298219,2,1,6,0.214286,12
Chadian-Sudanese_conflict,Chadian-Sudanese_conflict,,1,22,23,1,22,23,7,0.302019,0.322839,5.201669,5,1,6,0.339827,0
Economy_of_Africa,Economy_of_Africa,,3,101,104,3,101,104,6,0.360388,0.394623,2359.572875,5,1,6,0.129489,10
Human_rights,Human_rights,,71,71,142,71,71,142,7,0.353752,0.38422,38263.237329,9,1,6,0.07573,7
Lord%27s_Resistance_Army,Lord%27s_Resistance_Army,,5,11,16,5,11,16,7,0.301368,0.321265,59.830653,5,1,6,0.358974,7
African_Wild_Dog,African_Wild_Dog,,3,10,13,3,10,13,7,0.290985,0.308169,438.225632,2,1,6,0.371212,12
African_clawed_frog,African_clawed_frog,,3,6,9,3,6,9,8,0.277823,0.291873,78.588958,2,1,6,0.321429,12
Frog,Frog,,25,41,66,25,41,66,7,0.33369,0.357906,28444.374788,2,1,6,0.077401,12
African_dwarf_frog,African_dwarf_frog,,1,6,7,1,6,7,7,0.285372,0.301013,8.71092,2,1,6,0.466667,12
African_slave_trade,African_slave_trade,,7,24,31,7,24,31,7,0.335485,0.359877,204.948885,5,1,6,0.190805,0
Mining,Mining,,84,33,117,84,33,117,7,0.330507,0.35399,21792.338389,7,1,6,0.061815,10
Peace,Peace,,17,29,46,17,29,46,6,0.333772,0.358502,3754.648321,9,1,6,0.078788,7
Auckland,Auckland,,26,17,43,26,17,43,7,0.310509,0.330253,1551.166051,12,1,6,0.080297,5
History_of_South_Africa,History_of_South_Africa,,5,105,110,5,105,110,7,0.370161,0.404714,1890.046067,5,1,6,0.11177,0
Hollandic,Hollandic,,8,7,15,8,7,15,7,0.275501,0.289681,119.602684,10,1,6,0.455556,3
Linguistics,Linguistics,,50,11,61,50,11,61,8,0.293555,0.310943,8133.933957,9,1,6,0.081169,3
Suriname,Suriname,,34,40,74,34,40,74,7,0.350328,0.37781,3720.194449,6,1,6,0.156498,9
West_Flemish,West_Flemish,,8,8,16,8,8,16,7,0.284651,0.299617,213.687298,10,1,6,0.445455,3
Helen,Helen,,7,13,20,7,13,20,7,0.289861,0.306499,662.01704,1,1,6,0.3,11
Sean_Connery,Sean_Connery,,9,22,31,9,22,31,7,0.326777,0.349932,1829.99548,13,1,6,0.099206,11
Age_of_Enlightenment,Age_of_Enlightenment,,61,53,114,61,53,114,7,0.329219,0.355333,20904.680286,9,1,6,0.081485,14
Algebra,Algebra,,20,21,41,20,21,41,7,0.298417,0.317408,11390.833938,9,1,6,0.125397,6
Baroque,Baroque,,57,41,98,57,41,98,7,0.329406,0.355259,19914.585112,4,1,6,0.07628,13
Edward_Gibbon,Edward_Gibbon,,16,11,27,16,11,27,7,0.295891,0.313504,2457.541973,1,1,6,0.130769,0
Johann_Wolfgang_Goethe,Johann_Wolfgang_Goethe,,5,39,44,5,39,44,7,0.326356,0.351287,1316.548331,4,1,6,0.103049,11
Property,Property,,26,33,59,26,33,59,7,0.324658,0.34755,6430.098966,9,1,6,0.082468,7
United_States_Declaration_of_Independence,United_States_Declaration_of_Independence,,18,20,38,18,20,38,7,0.310842,0.330851,4152.342232,3,1,6,0.152116,0
Aggregator,Aggregator,,3,6,9,3,6,9,7,0.265106,0.277532,122.33783,13,1,6,0.166667,1
Ajax_%28programming%29,Ajax_%28programming%29,,3,2,5,3,2,5,8,0.234634,0.242976,8.600017,13,1,6,0.25,1
